nom;nom_annuaire;ville;ville_propre;Code;jour;categorie;ouverture_am;fermeture_am;ouverture_pm;fermeture_pm;bibli_amp_def_latlong_nom;bibli_amp_def_latlong_y;bibli_amp_def_latlong_x;bibli_amp_def_latlong_bibli_amp_def_nom_annuaire
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;mardi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;mercredi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;vendredi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;samedi;tous publics;10:00:00;13:00:00;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;Les Pennes-Mirabeau;LES PENNES MIRABEAU;437.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.410266;5.308722;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;lundi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;mardi;tous publics;11:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;mercredi;tous publics;10:00:00;NA;NA;18:00:00;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;jeudi;tous publics;11:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;vendredi;tous publics;11:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;samedi;tous publics;10:00:00;13:00:00;NA;NA;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Mallemort;MALLEMORT;10519.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.726991;5.180760;MÉDIATHÈQUE
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;mardi;tous publics;NA;NA;14:00:00;19:00:00;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;mercredi;tous publics;10:00:00;12:30:00;14:00:00;18:00:00;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;vendredi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;samedi;tous publics;09:30:00;NA;NA;17:00:00;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
NA;MÉDIATHÈQUE JEAN D'ORMESSON;Marignane;MARIGNANE;422.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.414630;5.211121;MÉDIATHÈQUE JEAN D'ORMESSON
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;lundi;tous publics;NA;NA;13:00:00;18:00:00;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;samedi;tous publics;NA;NA;NA;NA;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Castellane;BIBLIOTHÈQUE CASTELLANE;Marseille;MARSEILLE;5428.0;dimanche;tous publics;NA;NA;NA;NA;Castellane;43.285770;5.384261;BIBLIOTHÈQUE CASTELLANE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;lundi;tous publics;NA;NA;NA;NA;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;samedi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bonneveine;BIBLIOTHÈQUE DE BONNEVEINE;Marseille;MARSEILLE;5429.0;dimanche;tous publics;NA;NA;NA;NA;Bonneveine;43.249164;5.388423;BIBLIOTHÈQUE DE BONNEVEINE
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;lundi;tous publics;NA;NA;NA;NA;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;mardi;tous publics;11:00:00;NA;NA;19:00:00;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;mercredi;tous publics;11:00:00;NA;NA;19:00:00;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;jeudi;tous publics;11:00:00;NA;NA;19:00:00;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;vendredi;tous publics;11:00:00;NA;NA;19:00:00;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;samedi;tous publics;11:00:00;NA;NA;19:00:00;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
Bmvr Alcazar;BIBLIOTHÈQUE DE L’ALCAZAR;Marseille;MARSEILLE;423.0;dimanche;tous publics;NA;NA;NA;NA;Bmvr Alcazar;43.298998;5.376743;BIBLIOTHÈQUE DE L’ALCAZAR
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;lundi;tous publics;NA;NA;NA;NA;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;samedi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
La Grognarde;BIBLIOTHÈQUE DE LA GROGNARDE;Marseille;MARSEILLE;5424.0;dimanche;tous publics;NA;NA;NA;NA;La Grognarde;43.294180;5.434098;BIBLIOTHÈQUE DE LA GROGNARDE
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;lundi;tous publics;NA;NA;NA;NA;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;samedi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Saint André;BIBLIOTHÈQUE DE SAINT-ANDRÉ;Marseille;MARSEILLE;5427.0;dimanche;tous publics;NA;NA;NA;NA;Saint André;43.357562;5.342680;BIBLIOTHÈQUE DE SAINT-ANDRÉ
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;lundi;tous publics;NA;NA;NA;NA;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;samedi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Cinq Avenues;BIBLIOTHÈQUE DES CINQ-AVENUES;Marseille;MARSEILLE;5423.0;dimanche;tous publics;NA;NA;NA;NA;Cinq Avenues;43.302122;5.396114;BIBLIOTHÈQUE DES CINQ-AVENUES
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;lundi;tous publics;NA;NA;NA;NA;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;mardi;tous publics;NA;NA;13:00:00;18:00:00;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;mercredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;vendredi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;samedi;tous publics;10:00:00;13:00:00;14:00:00;18:00:00;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Merlan;BIBLIOTHÈQUE DU MERLAN;Marseille;MARSEILLE;5425.0;dimanche;tous publics;NA;NA;NA;NA;Le Merlan;43.330651;5.398843;BIBLIOTHÈQUE DU MERLAN
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;lundi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;mardi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;mercredi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;jeudi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;vendredi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;samedi;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Le Panier;BIBLIOTHÈQUE DU PANIER;Marseille;MARSEILLE;5426.0;dimanche;tous publics;NA;NA;NA;NA;Le Panier;43.298883;5.367472;BIBLIOTHÈQUE DU PANIER
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;mardi;tous publics;09:00:00;12:00:00;13:30:00;18:00:00;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;mercredi;tous publics;09:00:00;12:00:00;13:30:00;18:00:00;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;jeudi;tous publics;09:00:00;12:00:00;13:30:00;18:00:00;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;samedi;tous publics;09:00:00;12:00:00;13:30:00;18:00:00;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Canto Perdrix (Annexe);BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX;Martigues;MARTIGUES;5431.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque de Canto Perdrix;43.419785;5.051361;BIBLIOTHÈQUE ANNEXE DE CANTO-PERDRIX
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;lundi;tous publics;NA;NA;17:00:00;19:00:00;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;mardi;tous publics;NA;NA;17:00:00;19:00:00;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;mercredi;tous publics;NA;NA;17:00:00;19:00:00;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;jeudi;tous publics;NA;NA;17:00:00;19:00:00;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;vendredi;tous publics;NA;NA;17:00:00;19:00:00;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;samedi;tous publics;NA;NA;NA;NA;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Bibliothèque Conservatoire;BIBLIOTHÈQUE DU SITE PABLO PICASSO;Martigues;MARTIGUES;5430.0;dimanche;tous publics;NA;NA;NA;NA;Site Picasso;43.397564;5.042210;BIBLIOTHÈQUE DU SITE PABLO PICASSO
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;mardi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;mercredi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;jeudi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;vendredi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;samedi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
Médiathèque Louis Aragon (Centrale);MÉDIATHÈQUE LOUIS ARAGON;Martigues;MARTIGUES;425.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Louis Aragon;43.404409;5.051609;MÉDIATHÈQUE LOUIS ARAGON
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;mardi;tous publics;NA;NA;16:00:00;19:00:00;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;mercredi;tous publics;09:30:00;12:30:00;15:00:00;19:00:00;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;jeudi;tous publics;NA;NA;16:00:00;19:00:00;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;vendredi;tous publics;NA;NA;16:00:00;19:00:00;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;samedi;tous publics;09:30:00;13:30:00;NA;NA;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyrargues;MEYRARGUES;427.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque de Meyrargues;43.637864;5.527514;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;mardi;tous publics;09:00:00;12:00:00;15:30:00;17:30:00;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;17:30:00;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;jeudi;tous publics;NA;NA;15:30:00;18:00:00;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;vendredi;tous publics;NA;NA;15:30:00;18:30:00;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Meyreuil;MEYREUIL;428.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.474454;5.496349;MÉDIATHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;mardi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
