nom;nom_annuaire;ville;ville_propre;Code;jour;categorie;ouverture_am;fermeture_am;ouverture_pm;fermeture_pm;bibli_amp_def_latlong_nom;bibli_amp_def_latlong_y;bibli_amp_def_latlong_x;bibli_amp_def_latlong_bibli_amp_def_nom_annuaire
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;lundi;tous publics;NA;NA;14:00:00;17:00:00;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;mardi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;17:00:00;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;vendredi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Carry-le-Rouet;CARRY LE ROUET;12394.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.334601;5.150476;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;mardi;tous publics;NA;NA;15:30:00;18:30:00;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;vendredi;tous publics;09:00:00;12:00:00;15:30:00;18:30:00;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;samedi;tous publics;09:00:00;13:00:00;NA;NA;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE VILLA L'ARIANE;Cassis;CASSIS;400.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.216458;5.538352;BIBLIOTHÈQUE VILLA L'ARIANE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;mercredi;tous publics;09:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;jeudi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;samedi;tous publics;10:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Ceyreste;CEYRESTE;401.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.214328;5.632778;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;mardi;tous publics;NA;NA;16:00:00;18:00:00;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;jeudi;tous publics;NA;NA;16:00:00;18:00:00;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Charleval;CHARLEVAL;4618.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.720688;5.244379;BIBLIOTHÈQUE
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;mardi;tous publics;09:00:00;12:30:00;13:30:00;17:30:00;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;mercredi;tous publics;09:00:00;12:30:00;13:30:00;18:30:00;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;jeudi;tous publics;09:00:00;12:30:00;13:30:00;17:30:00;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;vendredi;tous publics;09:00:00;12:30:00;13:30:00;18:30:00;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;samedi;tous publics;09:00:00;13:00:00;NA;NA;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE FERNAND BOULAN;Châteauneuf-le-Rouge;CHATEAUNEUF LE ROUGE;402.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.489184;5.568908;MÉDIATHÈQUE FERNAND BOULAN
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;mardi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;mercredi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;jeudi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;vendredi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;samedi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Châteauneuf-les-Martigues;CHATEAUNEUF LES MARTIGUES;4662.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque;43.380687;5.169863;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;vendredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;samedi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;CORNILLON CONFOUX;CORNILLON CONFOUX;4493.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Cornillon-Confoux;43.563304;5.072199;MÉDIATHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;mardi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;vendredi;tous publics;NA;NA;14:00:00;18:30:00;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;COUDOUX;COUDOUX;405.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.557420;5.245571;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;mardi;tous publics;NA;NA;15:00:00;18:30:00;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;mercredi;tous publics;09:00:00;12:30:00;14:00:00;18:30:00;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;vendredi;tous publics;09:00:00;12:30:00;15:00:00;18:30:00;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;samedi;tous publics;09:00:00;12:30:00;14:00:00;17:00:00;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Cuges-les-Pins;CUGES LES PINS;406.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.275274;5.699933;BIBLIOTHÈQUE
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;mercredi;tous publics;10:30:00;12:00:00;15:00:00;19:00:00;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;vendredi;tous publics;NA;NA;15:30:00;19:00:00;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;samedi;tous publics;10:00:00;12:00:00;NA;NA;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
Médiathèque municipale;MÉDIATHÈQUE ÉLISABETH BADINTER;Ensuès-la Redonne;ENSUES LA REDONNE;4496.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.355778;5.200451;MÉDIATHÈQUE ÉLISABETH BADINTER
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;vendredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;Entressen;ENTRESSEN;5435.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale Entressen;43.585779;5.006907;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;mardi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;vendredi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;samedi;tous publics;09:30:00;12:30:00;NA;NA;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Eyguières;EYGUIERES;408.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.694636;5.031337;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;mardi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;mercredi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;vendredi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;samedi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;FOS SUR MER;FOS SUR MER;410.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Fos-Sur-Mer;43.392745;4.804257;MÉDIATHÈQUE INTERCOMMUNALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;lundi;tous publics;NA;NA;16:00:00;18:30:00;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;mardi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;jeudi;tous publics;09:30:00;12:00:00;16:00:00;18:30:00;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;vendredi;tous publics;NA;NA;16:00:00;18:30:00;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;samedi;tous publics;09:30:00;12:30:00;NA;NA;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Fuveau;FUVEAU;411.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.45476;5.55996;BIBLIOTHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;mardi;tous publics;NA;NA;13:00:00;19:00:00;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;mercredi;tous publics;10:00:00;NA;NA;17:00:00;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;jeudi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;vendredi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;samedi;tous publics;10:00:00;NA;NA;17:00:00;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE NELSON MANDELA;Gardanne;GARDANNE;412.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Nelson Mandela;43.451074;5.471159;MÉDIATHÈQUE NELSON MANDELA
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;lundi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;jeudi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;vendredi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Gémenos;GEMENOS;413.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque de Gémenos;43.287521;5.620328;MÉDIATHÈQUE
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;mardi;tous publics;NA;NA;14:00:00;18:00:00;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;jeudi;tous publics;NA;NA;14:00:00;18:00:00;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
